Timeline,Start time,Duration,Row,Instance number,1st Phase Pass,1st Phase Receiver,2nd Phase Pass,2nd Phase Receiver,Deflection Success,Feed Location,Feed Success,Gains / Turnover Reason,Penalty Reason,Player,Quarter,Shooter Position,Shot Location,Shot Outcome,Turnover Location,Ungrouped,Notes,Flags
SGPvsPNG_20260709,4332.780605,23.69615519,SGP Gains,45,,,,,,Circle Edge,YES,Missed Rebound,,Faithmaria Lawrence,"Q4, Q4, Q4, Q4",GS,Inner Left,SGP Goal,Defensive D,,,
SGPvsPNG_20260709,4443.579895,26.20470195,SGP Gains,46,,,,,,,,Pass Out of Bounds,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,Defensive Right,,,
SGPvsPNG_20260709,4487.774327,38.11097124,SGP Gains,47,,,,,,,,Dropped Ball,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,Defensive D,,,
SGPvsPNG_20260709,4592.881248,13.18601285,SGP Gains,48,,,,,,,,Missed Rebound,,Mishalenee K,"Q4, Q4",,,,Defensive D,,,
SGPvsPNG_20260709,4672.178502,80.006985,SGP Gains,49,,,,,,"Circle Edge, Circle Edge, Circle Edge","YES, YES, YES",Pickups,,Goh Wei Ping,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4","GA, GS","Inner Right, Inner Middle","SGP Miss, SGP Goal",Attacking Middle,,,
SGPvsPNG_20260709,4755.980463,28.00434033,SGP Gains,50,,,,,,Circle Edge,YES,Interception,,Mishalenee K,"Q4, Q4, Q4, Q4",GS,Inner Middle,SGP Goal,Defensive Left,,,
SGPvsPNG_20260709,4812.277872,25.80763236,SGP Gains,51,,,,,,"Circle Edge, Circle Edge","YES, YES",Interception,,Mishalenee K,"Q4, Q4, Q4, Q4",GS,Inner Middle,SGP Goal,Defensive Left Pocket,,,
SGPvsPNG_20260709,4839.181129,31.59580091,SGP Gains,52,,,,,,Circle Edge,YES,Held,,,"Q4, Q4, Q4, Q4, Q4",,,,Center Mid Attack,,,
SGPvsPNG_20260709,140.7815432,22.10419932,SGP Turnovers,1,,,,,,Outside Circle,YES,Missed Rebound,,Charlotte Lee,"Q1, Q1",,,,Attacking D,,,
SGPvsPNG_20260709,162.3820933,28.89879323,SGP Turnovers,2,,,,,,,,Dropped Ball,,Anna Macinnes,"Q1, Q1, Q1",,,,Center Right Defense,,,
SGPvsPNG_20260709,203.5815987,23.69927481,SGP Turnovers,3,,,,,,Outside Circle,NO,Interception,,Toh Kai Wei,"Q1, Q1",,,,Attacking D,,,
SGPvsPNG_20260709,247.0811205,8.797958338,SGP Turnovers,4,,,,,,,,Missed Rebound,,Toh Kai Wei,Q1,,,,Attacking D,,,
SGPvsPNG_20260709,285.5825688,47.60194334,SGP Turnovers,5,,,,,,Outside Circle,YES,Stepping,,Rachel Ling,"Q1, Q1, Q1, Q1, Q1",GA,Inner Right,OPP Goal,Center Mid Attack,,,
SGPvsPNG_20260709,385.079936,69.20577523,SGP Turnovers,6,,,,,,Circle Edge,YES,Shot Out of Bounds,,Toh Kai Wei,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1","GS, GA, GS","Outer Middle, Inner Right, Inner Left","OPP Miss, OPP Miss, OPP Goal",Attacking D,,,
SGPvsPNG_20260709,852.3799519,15.10310456,SGP Turnovers,7,,,,,,Circle Edge,NO,Repossession,,Rachel Ling,"Q1, Q1",,,,Center Right Attack,,,
SGPvsPNG_20260709,881.3846238,57.20049545,SGP Turnovers,8,,,,,,,,Dropped Ball,,Tan Yi Jie,"Q1, Q1, Q1, Q1, Q1, Q1","GA, GA, GS","Outer Middle, Inner Middle, Inner Right","OPP Miss, OPP Miss, OPP Goal",Defensive Left,,,
SGPvsPNG_20260709,1014.180127,28.20416716,SGP Turnovers,9,,,,,,Outside Circle,YES,Missed Rebound,,Charlotte Lee,"Q1, Q1, Q1, Q1, Q1","GA, GS","Inner Left, Inner Right","OPP Miss, OPP Goal",Attacking D,,,
SGPvsPNG_20260709,1420.48122,26.09916507,SGP Turnovers,10,,,,,,Circle Edge,YES,Missed Rebound,,Toh Kai Wei,"Q2, Q2, Q2, Q2",GS,Inner Right,OPP Miss,Attacking D,,,
SGPvsPNG_20260709,1451.081482,51.89685934,SGP Turnovers,11,,,,,,"Outside Circle, Inside Circle, Circle Edge, Outside Circle, Inside Circle","YES, YES, YES, YES, NO",Pass Out of Bounds,,Toh Kai Wei,"Q2, Q2, Q2, Q2, Q2, Q2, Q2",GA,Inner Right,OPP Miss,Attacking Right Pocket,,,
SGPvsPNG_20260709,1645.681458,23.40081968,SGP Turnovers,12,,,,,,Circle Edge,YES,Interception,,Tan Yi Jie,"Q2, Q2, Q2, Q2, Q2",GS,Inner Middle,OPP Goal,Center Mid Attack,,,
SGPvsPNG_20260709,1749.581061,33.10357389,SGP Turnovers,13,,,,,,"Outside Circle, Inside Circle","YES, YES",Shot Out of Bounds,,Toh Kai Wei,"Q2, Q2, Q2, Q2, Q2",GS,Inner Left,OPP Goal,Attacking D,,,
SGPvsPNG_20260709,1809.779954,27.90326138,SGP Turnovers,14,,,,,,"Outside Circle, Outside Circle","NO, NO",Interception,,Tan Yi Jie,"Q2, Q2, Q2, Q2",,,,Defensive Left,,,
SGPvsPNG_20260709,1954.674321,45.10616126,SGP Turnovers,15,,,,,,Circle Edge,YES,Missed Rebound,,Sara Lightfoot,"Q2, Q2, Q2, Q2",GA,Inner Left,OPP Miss,Attacking D,,,
SGPvsPNG_20260709,2052.681094,10.50041457,SGP Turnovers,16,,,,,,Outside Circle,NO,Dropped Ball,,Rachel Ling,"Q2, Q2",,,,Center Mid Attack,,,
SGPvsPNG_20260709,2190.181491,27.8995898,SGP Turnovers,17,,,,,,,,Missed Rebound,,Sara Lightfoot,"Q2, Q2",,,,Attacking D,,,
SGPvsPNG_20260709,2217.382689,21.59865842,SGP Turnovers,18,,,,,,Outside Circle,NO,Interception,,Sara Lightfoot,"Q2, Q2",,,,Attacking D,,,
SGPvsPNG_20260709,2779.678926,22.50031516,SGP Turnovers,19,,,,,,,,Contact,,Sara Lightfoot,"Q3, Q3",,,,Attacking D,,,
SGPvsPNG_20260709,2800.084117,16.60098818,SGP Turnovers,20,,,,,,,,Interception,,Anna Macinnes,Q3,,,,Attacking Right Pocket,,,
SGPvsPNG_20260709,2836.681087,47.8042985,SGP Turnovers,21,,,,,,"Circle Edge, Circle Edge","YES, YES",Missed Rebound,,Sara Lightfoot,"Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3","GA, GS","Inner Right, Inner Left","OPP Miss, OPP Goal",Attacking D,,,
SGPvsPNG_20260709,2908.780432,15.19888532,SGP Turnovers,22,,,,,,"Circle Edge, Circle Edge","YES, NO",Interception,,Reena Divya,"Q3, Q3, Q3",,,,Defensive Right,,,
SGPvsPNG_20260709,2932.380286,13.80140289,SGP Turnovers,23,,,,,,,,Dropped Ball,,Goh Wei Ping,Q3,,,,Attacking D,,,
SGPvsPNG_20260709,2974.988195,30.29374309,SGP Turnovers,24,,,,,,Circle Edge,NO,Obstruction,,Anna Macinnes,"Q3, Q3, Q3",,,,Attacking Right,,,
SGPvsPNG_20260709,3005.280916,23.90481749,SGP Turnovers,25,,,,,,"Outside Circle, Circle Edge","YES, YES",Interception,,Faithmaria Lawrence,"Q3, Q3, Q3, Q3, Q3, Q3",GS,Inner Middle,OPP Miss,Defensive Left,,,
SGPvsPNG_20260709,3221.146456,40.49766667,SGP Turnovers,26,,,,,,Circle Edge,YES,Obstruction,,Sara Lightfoot,"Q3, Q3, Q3, Q3, Q3",GA,Inner Right,OPP Goal,Attacking D,,,
SGPvsPNG_20260709,3306.88338,47.40223459,SGP Turnovers,27,,,,,,Circle Edge,YES,Dropped Ball,,Anna Macinnes,"Q3, Q3, Q3, Q3, Q3, Q3","GS, GS","Inner Right, Inner Right","OPP Miss, OPP Goal",Attacking D,,,
SGPvsPNG_20260709,3413.183801,23.49944017,SGP Turnovers,28,,,,,,"Circle Edge, Circle Edge","YES, NO",Interception,,Anna Macinnes,"Q3, Q3, Q3",,,,Center Right Attack,,,
SGPvsPNG_20260709,3447.480745,26.00491266,SGP Turnovers,29,,,,,,Circle Edge,YES,Interception,,Anna Macinnes,"Q3, Q3, Q3, Q3, Q3",GS,Inner Middle,OPP Goal,Attacking D,,,
SGPvsPNG_20260709,3543.18001,14.90301545,SGP Turnovers,30,,,,,,,,Interception,,Tan Yi Jie,"Q3, Q3, Q3",,,,Attacking Right Pocket,,,
SGPvsPNG_20260709,3993.797266,26.88417498,SGP Turnovers,31,,,,,,"Outside Circle, Circle Edge","YES, NO",Offside,,Sara Lightfoot,"Q4, Q4, Q4",,,,Attacking Right,,,
SGPvsPNG_20260709,4139.680802,39.40442016,SGP Turnovers,32,,,,,,"Circle Edge, Inside Circle","YES, YES",Missed Rebound,,Charlotte Lee,"Q4, Q4, Q4, Q4, Q4, Q4",GA,Inner Middle,OPP Goal,Attacking D,,,
SGPvsPNG_20260709,4193.175488,25.70308861,SGP Turnovers,33,,,,,,,,Held,,Sara Lightfoot,Q4,,,,Attacking Right Pocket,,,
SGPvsPNG_20260709,4218.581024,23.40342815,SGP Turnovers,34,,,,,,Circle Edge,YES,Stepping,,Rachel Ling,"Q4, Q4, Q4",GA,Inner Left,OPP Goal,Center Mid Attack,,,
SGPvsPNG_20260709,4277.580432,14.29573083,SGP Turnovers,35,,,,,,,,Missed Rebound,,Charlotte Lee,Q4,,,,Attacking D,,,
SGPvsPNG_20260709,4552.182672,25.30238451,SGP Turnovers,36,,,,,,Outside Circle,YES,Missed Rebound,,Charlotte Lee,"Q4, Q4, Q4",GA,Inner Middle,OPP Goal,Attacking D,,,
SGPvsPNG_20260709,4599.067261,18.0184109,SGP Turnovers,37,,,,,,,,Stepping,,Mishalenee K,"Q4, Q4",GA,Inner Middle,OPP Goal,Defensive Left,,,
SGPvsPNG_20260709,4660.083762,19.0947405,SGP Turnovers,38,,,,,,,,Shot Out of Bounds,,Sara Lightfoot,Q4,,,,Attacking D,,,
SGPvsPNG_20260709,4790.578418,28.69945345,SGP Turnovers,39,,,,,,Circle Edge,NO,Dropped Ball,,Charlotte Lee,"Q4, Q4, Q4",,,,Attacking D,,,
SGPvsPNG_20260709,4863.77693,32.70882801,SGP Turnovers,40,,,,,,,,Pass Out of Bounds,,Goh Wei Ping,Q4,,,,Attacking D,,,
SGPvsPNG_20260709,1199.424512,1,FINISH QUARTER,1,,,,,,,,,,,Q1,,,,,,,
SGPvsPNG_20260709,2259.153711,1,FINISH QUARTER,2,,,,,,,,,,,Q2,,,,,,,
SGPvsPNG_20260709,3656.847744,1,FINISH QUARTER,3,,,,,,,,,,,Q3,,,,,,,
