Timeline,Start time,Duration,Row,Instance number,1st Phase Pass,1st Phase Receiver,2nd Phase Pass,2nd Phase Receiver,Deflection Success,Feed Location,Feed Success,Gains / Turnover Reason,Penalty Reason,Player,Quarter,Shooter Position,Shot Location,Shot Outcome,Turnover Location,Ungrouped,Notes,Flags
SGPvsPNG_20260709,124.4804444,137.0052353,SGP CPA,1,Center Right Attack,GA,Attacking Right Pocket,C,,"Circle Edge, Outside Circle, Outside Circle, Circle Edge","YES, YES, NO, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1","GS, GS, GA, GS","Inner Right, Inner Left, Outer Left, Inner Middle","SGP Miss, SGP Miss, SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,334.0800598,18.60503168,SGP CPA,2,Center Mid Attack,WA,Attacking Left,C,,,,,,,"Q1, Q1, Q1",GA,Outer Left,SGP Goal,,,,
SGPvsPNG_20260709,377.3815891,76.90412215,SGP CPA,3,Center Mid Attack,GA,Attacking Middle,GS,,"Circle Edge, Circle Edge","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1","GA, GS, GA, GS","Outer Left, Outer Middle, Inner Right, Inner Left","SGP Miss, OPP Miss, OPP Miss, OPP Goal",,,,
SGPvsPNG_20260709,502.282252,37.30384645,SGP CPA,4,Center Left Attack,WA,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1",GA,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,566.1806094,40.90544979,SGP CPA,5,Center Right Attack,WA,Center Right Attack,GA,,"Circle Edge, Circle Edge","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1",GA,Inner Middle,SGP Goal,,,,
SGPvsPNG_20260709,642.8809678,31.90498771,SGP CPA,6,Center Left Attack,WA,,Not Taken,,"Circle Edge, Inside Circle","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,712.7811512,10.50493439,SGP CPA,7,Center Right Attack,WA,Attacking Middle,C,,Outside Circle,YES,,,,"Q1, Q1, Q1",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,753.3803278,18.30531911,SGP CPA,8,Center Mid Attack,GA,Attacking Right Pocket,WA,,,,,,,"Q1, Q1, Q1",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,802.5844138,21.19979206,SGP CPA,9,,Not Taken,,,,Circle Edge,YES,,,,"Q1, Q1, Q1, Q1",GA,Outer Right,SGP Goal,,,,
SGPvsPNG_20260709,939.8797996,21.80381596,SGP CPA,10,Center Mid Attack,WA,Attacking Right,GS,,Circle Edge,YES,,,,"Q1, Q1, Q1, Q1",GA,Outer Middle,SGP Goal,,,,
SGPvsPNG_20260709,1043.480601,21.10419675,SGP CPA,11,Center Right Attack,GA,Attacking Middle,C,,Outside Circle,YES,,,,"Q1, Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,1309.381976,21.50471487,SGP CPA,12,Center Mid Attack,WA,Center Right Attack,GA,,Circle Edge,YES,,,,"Q2, Q2, Q2, Q2",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,1349.582173,29.80392863,SGP CPA,13,Center Mid Attack,GA,,Not Taken,,"Outside Circle, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,1530.780896,27.00419993,SGP CPA,14,Center Right Attack,WA,Attacking D,GA,,"Outside Circle, Circle Edge, Inside Circle","YES, YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,1584.579601,11.80634141,SGP CPA,15,Center Right Attack,WD,Attacking Right,C,,Circle Edge,YES,,,,"Q2, Q2, Q2",GA,Outer Right,SGP Goal,,,,
SGPvsPNG_20260709,1647.679897,21.40238018,SGP CPA,16,,Not Taken,,,,Circle Edge,YES,,,,"Q2, Q2, Q2, Q2, Q2, Q2",GS,Inner Middle,OPP Goal,,,,
SGPvsPNG_20260709,1701.681259,12.80310469,SGP CPA,17,Center Mid Attack,WA,Attacking Left,GS,,Circle Edge,YES,,,,"Q2, Q2, Q2",GA,Outer Left,SGP Goal,,,,
SGPvsPNG_20260709,1734.481494,48.20314177,SGP CPA,18,Center Right Attack,GA,Attacking Right Pocket,WA,,"Outside Circle, Inside Circle","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GA, GS","Outer Right, Inner Left","SGP Miss, OPP Goal",,,,
SGPvsPNG_20260709,1867.27421,30.30955386,SGP CPA,19,Center Mid Attack,GA,Attacking Middle,GS,,"Outside Circle, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GS, GA, GA","Inner Right, Inner Left, Inner Left","SGP Miss, SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,1935.383666,84.40268187,SGP CPA,20,Center Right Attack,WA,Center Mid Attack,WD,,"Circle Edge, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GS, GA, GA","Inner Left, Inner Left, Inner Middle","SGP Miss, OPP Miss, SGP Goal",,,,
SGPvsPNG_20260709,2051.481361,32.10432636,SGP CPA,21,Center Mid Defense,WD,Center Left Attack,WA,,"Outside Circle, Circle Edge","NO, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2",GA,Outer Right,SGP Goal,,,,
SGPvsPNG_20260709,2133.781078,11.90484369,SGP CPA,22,Center Mid Attack,WA,Attacking Middle,C,,Outside Circle,YES,,,,"Q2, Q2, Q2, Q2",GA,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,2182.981304,67.8033904,SGP CPA,23,Center Mid Attack,GA,Attacking Middle,GS,,"Circle Edge, Outside Circle, Outside Circle, Circle Edge","YES, YES, NO, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GS, GA","Inner Right, Inner Right","SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,2746.38034,138.1050451,SGP CPA,24,Center Mid Attack,WA,Attacking Right Pocket,GA,,"Circle Edge, Circle Edge, Circle Edge, Circle Edge, Circle Edge, Circle Edge","YES, YES, NO, YES, YES, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3","GS, GS, GA, GS","Inner Right, Inner Right, Inner Right, Inner Left","SGP Miss, SGP Miss, OPP Miss, OPP Goal",,,,
SGPvsPNG_20260709,2974.781573,100.8196689,SGP CPA,25,Center Right Attack,GA,,,,"Circle Edge, Outside Circle, Circle Edge, Outside Circle, Inside Circle","NO, YES, YES, YES, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3","GS, GS","Inner Middle, Inner Middle","OPP Miss, SGP Goal",,,,
SGPvsPNG_20260709,3126.380288,21.1050282,SGP CPA,26,Center Left Attack,GA,Attacking Left,C,,Circle Edge,YES,,,,"Q3, Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,3200.773311,60.87081111,SGP CPA,27,Center Left Attack,WA,Center Left Attack,GD,,"Outside Circle, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3",GA,Inner Right,OPP Goal,,,,
SGPvsPNG_20260709,3303.178419,51.10719553,SGP CPA,28,Center Right Attack,WA,Attacking Middle,C,,"Circle Edge, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3","GS, GS","Inner Right, Inner Right","OPP Miss, OPP Goal",,,,
SGPvsPNG_20260709,3370.679957,19.50206817,SGP CPA,29,Center Left Attack,GA,Attacking Left,C,,"Outside Circle, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3",GA,Inner Middle,SGP Goal,,,,
SGPvsPNG_20260709,3479.978597,26.90652643,SGP CPA,30,Center Right Attack,WD,Center Right Attack,C,,"Outside Circle, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,3596.680705,13.70481625,SGP CPA,31,Center Mid Attack,WA,Attacking Left,GA,,Circle Edge,YES,,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,3637.581165,10.80064712,SGP CPA,32,Center Left Attack,WA,Attacking D,GA,,Outside Circle,YES,,,,"Q3, Q3",,,,,,,
SGPvsPNG_20260709,3916.182064,43.80424147,SGP CPA,33,Center Left Attack,WD,Attacking Left,WA,,"Outside Circle, Circle Edge","YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4",GA,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,3993.678535,55.10735257,SGP CPA,34,,Not Taken,,,,"Outside Circle, Circle Edge, Circle Edge, Inside Circle","YES, NO, YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,4124.976729,54.10849342,SGP CPA,35,Center Left Attack,GA,Attacking Left,WA,,"Circle Edge, Circle Edge, Inside Circle","YES, YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4","GS, GA","Inner Middle, Inner Middle","SGP Miss, OPP Goal",,,,
SGPvsPNG_20260709,4246.275498,71.8094176,SGP CPA,36,Center Mid Attack,WA,Attacking Middle,GS,,"Outside Circle, Circle Edge, Circle Edge","NO, YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4","GS, GS","Inner Left, Inner Right","SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,4358.882982,26.20136742,SGP CPA,37,,Not Taken,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4","GA, GA","Inner Left, Inner Right","SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,4399.975945,11.50849531,SGP CPA,38,Center Right Attack,WA,Attacking Middle,C,,Circle Edge,YES,,,,"Q4, Q4, Q4",GS,Inner Middle,SGP Goal,,,,
SGPvsPNG_20260709,4471.88056,13.30413842,SGP CPA,39,Center Mid Attack,WA,Attacking Middle,C,,Circle Edge,YES,,,,"Q4, Q4, Q4",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,4526.881183,50.60387332,SGP CPA,40,Center Right Attack,GA,Attacking Right,WA,,"Circle Edge, Outside Circle","YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4","GS, GA","Inner Right, Inner Middle","SGP Miss, OPP Goal",,,,
SGPvsPNG_20260709,4621.080002,131.1054855,SGP CPA,41,Center Right Attack,GA,Center Mid Attack,WD,,"Circle Edge, Circle Edge, Circle Edge, Circle Edge","YES, YES, YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4","GA, GA, GS","Inner Right, Inner Right, Inner Middle","SGP Miss, SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,4786.575861,51.50964302,SGP CPA,42,Center Right Attack,GA,Attacking Right,C,,"Outside Circle, Circle Edge, Circle Edge, Circle Edge, Circle Edge","YES, NO, NO, YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4",GS,Inner Middle,SGP Goal,,,,
SGPvsPNG_20260709,124.4804444,23.30109872,SGP DCPA,1,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1, Q1",GS,Inner Right,SGP Miss,,,,
SGPvsPNG_20260709,334.0800598,18.60503168,SGP DCPA,2,,,,,,,,,,,"Q1, Q1, Q1",GA,Outer Left,SGP Goal,,,,
SGPvsPNG_20260709,377.3815891,14.69834692,SGP DCPA,3,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1",GA,Outer Left,SGP Miss,,,,
SGPvsPNG_20260709,502.282252,37.30384645,SGP DCPA,4,,,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1",GA,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,566.1806094,40.90544979,SGP DCPA,5,,,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1",GA,Inner Middle,SGP Goal,,,,
SGPvsPNG_20260709,642.8809678,31.90498771,SGP DCPA,6,,,,,,"Circle Edge, Inside Circle","YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,712.7811512,10.50493439,SGP DCPA,7,,,,,,Outside Circle,YES,,,,"Q1, Q1, Q1",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,753.3803278,18.30531911,SGP DCPA,8,,,,,,,,,,,"Q1, Q1, Q1",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,802.5844138,21.19979206,SGP DCPA,9,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1, Q1",GA,Outer Right,SGP Goal,,,,
SGPvsPNG_20260709,939.8797996,21.80381596,SGP DCPA,10,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1, Q1",GA,Outer Middle,SGP Goal,,,,
SGPvsPNG_20260709,1043.480601,21.10419675,SGP DCPA,11,,,,,,Outside Circle,YES,,,,"Q1, Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,1309.381976,21.50471487,SGP DCPA,12,,,,,,Circle Edge,YES,,,,"Q2, Q2, Q2, Q2",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,1349.582173,29.80392863,SGP DCPA,13,,,,,,"Outside Circle, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,1530.780896,27.00419993,SGP DCPA,14,,,,,,"Outside Circle, Circle Edge, Inside Circle","YES, YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,1584.579601,11.80634141,SGP DCPA,15,,,,,,Circle Edge,YES,,,,"Q2, Q2, Q2",GA,Outer Right,SGP Goal,,,,
SGPvsPNG_20260709,1647.679897,5.001560502,SGP DCPA,16,,,,,,,,,,,Q2,,,,,,,
SGPvsPNG_20260709,1701.681259,12.80310469,SGP DCPA,17,,,,,,Circle Edge,YES,,,,"Q2, Q2, Q2",GA,Outer Left,SGP Goal,,,,
SGPvsPNG_20260709,1734.481494,22.09956788,SGP DCPA,18,,,,,,,,,,,"Q2, Q2, Q2",GA,Outer Right,SGP Miss,,,,
SGPvsPNG_20260709,1867.27421,30.30955386,SGP DCPA,19,,,,,,"Outside Circle, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GS, GA, GA","Inner Right, Inner Left, Inner Left","SGP Miss, SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,1935.383666,26.29065502,SGP DCPA,20,,,,,,,,,,,"Q2, Q2, Q2, Q2",GS,Inner Left,SGP Miss,,,,
SGPvsPNG_20260709,2051.481361,8.19973274,SGP DCPA,21,,,,,,,,,,,Q2,,,,,,,
SGPvsPNG_20260709,2133.781078,11.90484369,SGP DCPA,22,,,,,,Outside Circle,YES,,,,"Q2, Q2, Q2, Q2",GA,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,2182.981304,14.20018713,SGP DCPA,23,,,,,,Circle Edge,YES,,,,"Q2, Q2, Q2",GS,Inner Right,SGP Miss,,,,
SGPvsPNG_20260709,2746.38034,40.29858521,SGP DCPA,24,,,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3",GS,Inner Right,SGP Miss,,,,
SGPvsPNG_20260709,2974.781573,7.20662177,SGP DCPA,25,,,,,,,,,,,Q3,,,,,,,
SGPvsPNG_20260709,3126.380288,21.1050282,SGP DCPA,26,,,,,,Circle Edge,YES,,,,"Q3, Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,3200.773311,27.37314444,SGP DCPA,27,Center Left Attack,WA,Center Left Attack,GD,,Outside Circle,YES,,,,"Q3, Q3",,,,,,,
SGPvsPNG_20260709,3303.178419,10.70496094,SGP DCPA,28,,,,,,Circle Edge,YES,,,,"Q3, Q3",,,,,,,
SGPvsPNG_20260709,3370.679957,19.50206817,SGP DCPA,29,,,,,,"Outside Circle, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3",GA,Inner Middle,SGP Goal,,,,
SGPvsPNG_20260709,3479.978597,26.90652643,SGP DCPA,30,,,,,,"Outside Circle, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,3596.680705,13.70481625,SGP DCPA,31,,,,,,Circle Edge,YES,,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,3637.581165,12.7046284,SGP DCPA,32,,,,,,Outside Circle,YES,,,,"Q3, Q3",,,,,,,
SGPvsPNG_20260709,3916.182064,43.80424147,SGP DCPA,33,,,,,,"Outside Circle, Circle Edge","YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4",GA,Inner Left,SGP Goal,,,,
SGPvsPNG_20260709,3993.678535,7.118730974,SGP DCPA,34,,,,,,,,,,,Q4,,,,,,,
SGPvsPNG_20260709,4124.976729,21.70407326,SGP DCPA,35,,,,,,Circle Edge,YES,,,,"Q4, Q4, Q4, Q4, Q4",GS,Inner Middle,SGP Miss,,,,
SGPvsPNG_20260709,4246.275498,38.3049335,SGP DCPA,36,,,,,,"Outside Circle, Circle Edge","NO, YES",,,,"Q4, Q4, Q4, Q4, Q4",GS,Inner Left,SGP Miss,,,,
SGPvsPNG_20260709,4358.882982,26.20136742,SGP DCPA,37,,,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4","GA, GA","Inner Left, Inner Right","SGP Miss, SGP Goal",,,,
SGPvsPNG_20260709,4399.975945,11.50849531,SGP DCPA,38,,,,,,Circle Edge,YES,,,,"Q4, Q4, Q4",GS,Inner Middle,SGP Goal,,,,
SGPvsPNG_20260709,4471.88056,13.30413842,SGP DCPA,39,,,,,,Circle Edge,YES,,,,"Q4, Q4, Q4",GA,Inner Right,SGP Goal,,,,
SGPvsPNG_20260709,4526.881183,32.30148881,SGP DCPA,40,,,,,,Circle Edge,YES,,,,"Q4, Q4, Q4, Q4, Q4",GS,Inner Right,SGP Miss,,,,
SGPvsPNG_20260709,4621.080002,46.00376004,SGP DCPA,41,,,,,,Circle Edge,YES,,,,"Q4, Q4, Q4, Q4, Q4",GA,Inner Right,SGP Miss,,,,
SGPvsPNG_20260709,4786.575861,11.00255722,SGP DCPA,42,,,,,,"Outside Circle, Circle Edge","YES, NO",,,,"Q4, Q4, Q4",,,,,,,
SGPvsPNG_20260709,128.3778781,5.193441817,SGP Feed,1,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,237.5825196,5.211093486,SGP Feed,2,,,,,,Circle Edge,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsPNG_20260709,248.3955778,5,SGP Feed,3,,,,,,Inside Circle,YES,,,Toh Kai Wei,Q1,,,,,,,
SGPvsPNG_20260709,381.0810114,5.291169049,SGP Feed,4,,,,,,Circle Edge,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsPNG_20260709,486.9822646,5.195365426,SGP Feed,5,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,517.4788906,5.199959761,SGP Feed,6,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,521.9819704,5.197997022,SGP Feed,7,,,,,,Circle Edge,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsPNG_20260709,571.4788384,5.132395959,SGP Feed,8,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,584.9806903,5.196049088,SGP Feed,9,,,,,,Circle Edge,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsPNG_20260709,664.7773866,5.208002102,SGP Feed,10,,,,,,Inside Circle,YES,,,Toh Kai Wei,Q1,,,,,,,
SGPvsPNG_20260709,687.0815624,5.298660315,SGP Feed,11,,,,,,Inside Circle,NO,,,Toh Kai Wei,Q1,,,,,,,
SGPvsPNG_20260709,697.783833,5.274141257,SGP Feed,12,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,713.7809979,5.302404692,SGP Feed,13,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,787.0801328,5.187142662,SGP Feed,14,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,813.4786127,5.202312056,SGP Feed,15,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,952.1806573,5.204935839,SGP Feed,16,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,998.8770485,5.132178106,SGP Feed,17,,,,,,Outside Circle,YES,,,Anna Macinnes,Q1,,,,,,,
SGPvsPNG_20260709,1048.480017,5.20067981,SGP Feed,18,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q1,,,,,,,
SGPvsPNG_20260709,1319.978903,5.204073705,SGP Feed,19,,,,,,Circle Edge,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,1361.882406,5.794404519,SGP Feed,20,,,,,,Outside Circle,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,1365.181573,5.319723238,SGP Feed,21,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsPNG_20260709,1508.281587,5.181626746,SGP Feed,22,,,,,,Circle Edge,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,1531.778543,5.122701586,SGP Feed,23,,,,,,Outside Circle,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,1546.781211,5.200692645,SGP Feed,24,,,,,,Circle Edge,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,1548.381796,5.117625378,SGP Feed,25,,,,,,Inside Circle,YES,,,Toh Kai Wei,Q2,,,,,,,
SGPvsPNG_20260709,1563.194156,5,SGP Feed,26,,,,,,Outside Circle,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,1586.679826,5.196491601,SGP Feed,27,,,,,,Circle Edge,YES,,,Charlotte Lee,Q2,,,,,,,
SGPvsPNG_20260709,1625.184369,5.191710885,SGP Feed,28,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsPNG_20260709,1704.181375,5.305804933,SGP Feed,29,,,,,,Circle Edge,YES,,,Charlotte Lee,Q2,,,,,,,
SGPvsPNG_20260709,1853.481183,5.190748366,SGP Feed,30,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsPNG_20260709,1870.081213,5.193556273,SGP Feed,31,,,,,,Circle Edge,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,2009.878123,5.186359393,SGP Feed,32,,,,,,Circle Edge,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,2073.480159,5.300894961,SGP Feed,33,,,,,,Circle Edge,YES,,,Anna Macinnes,Q2,,,,,,,
SGPvsPNG_20260709,2117.77939,5.310425255,SGP Feed,34,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsPNG_20260709,2135.381953,5.300144251,SGP Feed,35,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsPNG_20260709,2159.181535,5.19988578,SGP Feed,36,,,,,,Outside Circle,YES,,,Jamie Lim,Q2,,,,,,,
SGPvsPNG_20260709,2161.57968,5.304516801,SGP Feed,37,,,,,,Inside Circle,YES,,,Toh Kai Wei,Q2,,,,,,,
SGPvsPNG_20260709,2185.378352,5.203101068,SGP Feed,38,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q2,,,,,,,
SGPvsPNG_20260709,2218.063482,5.221922352,SGP Feed,39,,,,,,Outside Circle,YES,,,Toh Kai Wei,Q2,,,,,,,
SGPvsPNG_20260709,2240.679368,5.309223817,SGP Feed,40,,,,,,Circle Edge,YES,,,Sara Lightfoot,Q2,,,,,,,
SGPvsPNG_20260709,2716.883322,5.401763217,SGP Feed,41,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,2719.181577,5.188471442,SGP Feed,42,,,,,,Circle Edge,YES,,,Anna Macinnes,Q3,,,,,,,
SGPvsPNG_20260709,2747.380529,5.200273362,SGP Feed,43,,,,,,Circle Edge,YES,,,Goh Wei Ping,Q3,,,,,,,
SGPvsPNG_20260709,2773.678754,5.191293825,SGP Feed,44,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,2800.882191,5.199739876,SGP Feed,45,,,,,,Circle Edge,NO,,,Anna Macinnes,Q3,,,,,,,
SGPvsPNG_20260709,2832.082195,5.176949008,SGP Feed,46,,,,,,Circle Edge,YES,,,Anna Macinnes,Q3,,,,,,,
SGPvsPNG_20260709,2929.881303,5.305151172,SGP Feed,47,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,2932.877701,5.303751413,SGP Feed,48,,,,,,Circle Edge,NO,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,2949.181123,5.291875277,SGP Feed,49,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,3029.583009,5.127282623,SGP Feed,50,,,,,,Outside Circle,YES,,,Goh Wei Ping,Q3,,,,,,,
SGPvsPNG_20260709,3064.881221,5.307977062,SGP Feed,51,,,,,,Inside Circle,YES,,,Goh Wei Ping,Q3,,,,,,,
SGPvsPNG_20260709,3096.982592,5.305983651,SGP Feed,52,,,,,,Outside Circle,YES,,,Anna Macinnes,Q3,,,,,,,
SGPvsPNG_20260709,3129.677653,5.20134448,SGP Feed,53,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,3181.779857,5.313784335,SGP Feed,54,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,3217.789067,5,SGP Feed,55,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,3289.880894,5.200292283,SGP Feed,56,,,,,,Circle Edge,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,3306.181725,5.199806267,SGP Feed,57,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q3,,,,,,,
SGPvsPNG_20260709,3373.881552,5.196057127,SGP Feed,58,,,,,,Outside Circle,YES,,,Tan Yi Jie,Q3,,,,,,,
