Timeline,Start time,Duration,Row,Instance number,1st Phase Pass,1st Phase Receiver,2nd Phase Pass,2nd Phase Receiver,Deflection Success,Feed Location,Feed Success,Gains / Turnover Reason,Penalty Reason,Player,Quarter,Shooter Position,Shot Location,Shot Outcome,Turnover Location,Ungrouped,Notes,Flags
SGPvsSwans_20260710,1793.4708934746643,11.004343770992136,SGP Shot,16,,,,,,,,,,Toh Kai Wei,Q2,GS,Outer Right,SGP Miss,,,,
SGPvsSwans_20260710,1878.7755062736564,11.29959289199337,SGP Shot,17,,,,,,,,,,Toh Kai Wei,Q2,GS,Outer Right,SGP Goal,,,,
SGPvsSwans_20260710,1950.7739500836535,11.10287260301152,SGP Shot,18,,,,,,,,,,Goh Wei Ping,Q2,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_20260710,1981.6751464686554,10.900265070000842,SGP Shot,19,,,,,,,,,,Toh Kai Wei,Q2,GS,Inner Left,SGP Goal,,,,
SGPvsSwans_20260710,2100.575395751659,11.098604830997829,SGP Shot,20,,,,,,,,,,Toh Kai Wei,Q2,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_20260710,2588.5731430246606,11.001791159001186,SGP Shot,21,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_20260710,2761.9729206616594,11.101627326992002,SGP Shot,22,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Left,SGP Miss,,,,
SGPvsSwans_20260710,2943.3742162436565,11.100330275000942,SGP Shot,23,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_20260710,3146.6724471466687,10.90238122099663,SGP Shot,24,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Right,SGP Miss,,,,
SGPvsSwans_20260710,3196.8753524366507,10.897833138008082,SGP Shot,25,,,,,,,,,,Goh Wei Ping,Q3,GA,Inner Middle,SGP Goal,,,,
SGPvsSwans_20260710,3251.174527133657,11.099726565001674,SGP Shot,26,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_20260710,3283.475388942669,11.000020634987777,SGP Shot,27,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Right,SGP Goal,,,,
SGPvsSwans_20260710,3321.374693312651,11.000138315004278,SGP Shot,28,,,,,,,,,,Goh Wei Ping,Q3,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_20260710,3339.974366743666,11.200440288995651,SGP Shot,29,,,,,,,,,,Charlotte Lee,Q3,GS,Inner Right,SGP Miss,,,,
SGPvsSwans_20260710,3447.675504226652,11.299145887001032,SGP Shot,30,,,,,,,,,,Charlotte Lee,Q3,GS,Outer Left,SGP Miss,,,,
SGPvsSwans_20260710,3464.196233333333,10.0,SGP Shot,31,,,,,,,,,,,Q3,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_20260710,3833.0696188646484,11.694423013005235,SGP Shot,32,,,,,,,,,,Sara Lightfoot,Q4,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_20260710,3924.9742079476696,11.200690751988077,SGP Shot,33,,,,,,,,,,Sara Lightfoot,Q4,GA,Inner Right,SGP Miss,,,,
SGPvsSwans_20260710,4197.375753056655,11.699623361992963,SGP Shot,34,,,,,,,,,,Sara Lightfoot,Q4,GA,Inner Left,SGP Goal,,,,
SGPvsSwans_20260710,4307.77443908366,11.001547852008116,SGP Shot,35,,,,,,,,,,Sara Lightfoot,Q4,GA,Inner Right,SGP Miss,,,,
SGPvsSwans_20260710,4392.560272199657,11.285871266994036,SGP Shot,36,,,,,,,,,,Charlotte Lee,Q4,GS,Outer Right,SGP Goal,,,,
SGPvsSwans_20260710,4509.575425084649,11.101223297017896,SGP Shot,37,,,,,,,,,,Charlotte Lee,Q4,GS,Outer Right,SGP Goal,,,,
SGPvsSwans_20260710,4573.5762383996525,11.598902270005055,SGP Shot,38,,,,,,,,,,Charlotte Lee,Q4,GS,Inner Left,SGP Miss,,,,
SGPvsSwans_20260710,67.17024074965668,10.0,SGP PEN,1,,,,,,,,,Contact,Faithmaria Lawrence,Q1,,,,,,,
SGPvsSwans_20260710,245.43776666666668,10.0,SGP PEN,2,,,,,,,,,Contact,Anna Macinnes,Q1,,,,,,,
SGPvsSwans_20260710,261.1693090456671,10.0,SGP PEN,3,,,,,,,,,Contact,Rachel Ling,Q1,,,,,,,
SGPvsSwans_20260710,311.56979539766616,10.0,SGP PEN,4,,,,,,,,,Obstruction,Goh Wei Ping,Q1,,,,,,,
SGPvsSwans_20260710,458.1873270296541,10.0,SGP PEN,5,,,,,,,,,Contact,Faithmaria Lawrence,Q1,,,,,,,
SGPvsSwans_20260710,667.5465777777778,10.0,SGP PEN,6,,,,,,,,,Contact,Toh Kai Wei,Q1,,,,,,,
SGPvsSwans_20260710,757.6673629076586,10.0,SGP PEN,7,,,,,,,,,Obstruction,Goh Wei Ping,Q1,,,,,,,
SGPvsSwans_20260710,767.4650070406627,10.0,SGP PEN,8,,,,,,,,,Contact,Jamie Lim,Q1,,,,,,,
SGPvsSwans_20260710,869.0720716406566,10.0,SGP PEN,9,,,,,,,,,Contact,Faithmaria Lawrence,"Q1, Q1",,,,,,,
SGPvsSwans_20260710,1310.8155444444444,10.0,SGP PEN,10,,,,,,,,,Obstruction,Reena Divya,Q2,,,,,,,
SGPvsSwans_20260710,1421.1703178486541,10.0,SGP PEN,11,,,,,,,,,Contact,Goh Wei Ping,Q2,,,,,,,
SGPvsSwans_20260710,1434.5723380876566,10.0,SGP PEN,12,,,,,,,,,Obstruction,Reena Divya,"Q2, Q2",,Inner Right,,,,,
SGPvsSwans_20260710,1449.7674411696526,10.0,SGP PEN,13,,,,,,,,,Obstruction,Jamie Lim,Q2,,,,,,,
SGPvsSwans_20260710,1479.8699276256589,10.0,SGP PEN,14,,,,,,,,,Contact,Rachel Ling,Q2,,,,,,,
SGPvsSwans_20260710,1546.3729525676583,10.0,SGP PEN,15,,,,,,,,,Obstruction,Reena Divya,"Q2, Q2",,Inner Left,,,,,
SGPvsSwans_20260710,1723.2562,10.0,SGP PEN,16,,,,,,,,,Contact,Reena Divya,Q2,,,,,,,
SGPvsSwans_20260710,1732.2001333333333,10.0,SGP PEN,17,,,,,,,,,Obstruction,Jamie Lim,Q2,,,,,,,
SGPvsSwans_20260710,1764.4692355626528,10.0,SGP PEN,18,,,,,,,,,Contact,Tan Yi Jie,Q2,,,,,,,
SGPvsSwans_20260710,1815.2269373966622,10.0,SGP PEN,19,,,,,,,,,Contact,Faithmaria Lawrence,Q2,,,,,,,
SGPvsSwans_20260710,1842.46826462965,10.0,SGP PEN,20,,,,,,,,,Contact,Goh Wei Ping,Q2,,,,,,,
SGPvsSwans_20260710,1910.0697400746687,10.0,SGP PEN,21,,,,,,,,,Contact,Faithmaria Lawrence,Q2,,,,,,,
SGPvsSwans_20260710,2057.0867222222223,10.0,SGP PEN,22,,,,,,,,,Obstruction,Jamie Lim,Q2,,,,,,,
SGPvsSwans_20260710,2114.7426777777778,10.0,SGP PEN,23,,,,,,,,,Contact,Faithmaria Lawrence,Q2,,,,,,,
SGPvsSwans_20260710,2126.5687715336494,10.0,SGP PEN,24,,,,,,,,,Contact,Reena Divya,Q2,,,,,,,
SGPvsSwans_20260710,2563.545311531652,10.0,SGP PEN,25,,,,,,,,,Obstruction,Mishalenee K,"Q3, Q3",,Inner Left,,,,,
SGPvsSwans_20260710,2776.070105854665,10.0,SGP PEN,26,,,,,,,,,Contact,Rachel Ling,Q3,,,,,,,
SGPvsSwans_20260710,2912.871096758656,10.0,SGP PEN,27,,,,,,,,,Obstruction,Reena Divya,"Q3, Q3",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,2970.068515227655,10.0,SGP PEN,28,,,,,,Circle Edge,YES,,Contact,Mishalenee K,"Q3, Q3",,,,,,,
SGPvsSwans_20260710,3006.37125841866,10.0,SGP PEN,29,,,,,,,,,Contact,Anna Macinnes,Q3,,,,,,,
SGPvsSwans_20260710,3076.0822222222223,10.0,SGP PEN,30,,,,,,,,,Contact,Rachel Ling,Q3,,,,,,,
SGPvsSwans_20260710,3154.5728862436554,10.0,SGP PEN,31,,,,,,,,,Contact,Goh Wei Ping,Q3,,,,,,,
SGPvsSwans_20260710,3362.9682276656577,10.0,SGP PEN,32,,,,,,,,,Contact,Rachel Ling,Q3,,,,,,,
SGPvsSwans_20260710,3380.5697833286617,10.0,SGP PEN,33,,,,,,,,,Contact,Mishalenee K,Q3,,,,,,,
SGPvsSwans_20260710,3852.468911069647,10.0,SGP PEN,34,,,,,,,,,Contact,Mishalenee K,Q4,,,,,,,
SGPvsSwans_20260710,3857.3707763166585,10.0,SGP PEN,35,,,,,,,,,Obstruction,Sindhu Nair,"Q4, Q4",GA,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,3938.66990346467,10.0,SGP PEN,36,,,,,,,,,Contact,Faithmaria Lawrence,Q4,,,,,,,
SGPvsSwans_20260710,3965.1667544986594,10.0,SGP PEN,37,,,,,,,,,Contact,Sindhu Nair,Q4,,,,,,,
SGPvsSwans_20260710,4229.374117654657,10.0,SGP PEN,38,,,,,,,,,Contact,Faithmaria Lawrence,Q4,,,,,,,
SGPvsSwans_20260710,4247.769472189647,10.0,SGP PEN,39,,,,,,Circle Edge,YES,,Contact,Faithmaria Lawrence,"Q4, Q4",,,,,,,
SGPvsSwans_20260710,4250.7010451116475,10.0,SGP PEN,40,,,,,,,,,Contact,Sindhu Nair,Q4,,,,,,,
SGPvsSwans_20260710,4255.019255555556,10.0,SGP PEN,41,,,,,,,,,Obstruction,Mishalenee K,Q4,,,,,,,
SGPvsSwans_20260710,4272.4701549116535,10.0,SGP PEN,42,,,,,,,,,Contact,Mishalenee K,Q4,,,,,,,
SGPvsSwans_20260710,4316.073117361657,10.0,SGP PEN,43,,,,,,,,,Contact,Charlotte Lee,Q4,,,,,,,
SGPvsSwans_20260710,4354.370503171657,10.0,SGP PEN,44,,,,,,,,,Obstruction,Mishalenee K,"Q4, Q4",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,4412.670707837658,10.0,SGP PEN,45,,,,,,,,,Contact,Sindhu Nair,Q4,,,,,,,
SGPvsSwans_20260710,4427.568718054647,10.0,SGP PEN,46,,,,,,,,,Obstruction,Mishalenee K,"Q4, Q4",,Inner Middle,,,,,
SGPvsSwans_20260710,4460.774698733658,10.0,SGP PEN,47,,,,,,Circle Edge,YES,,Contact,Rachel Ling,"Q4, Q4",,,,,,,
SGPvsSwans_20260710,4535.270343998661,10.0,SGP PEN,48,,,,,,Inside Circle,YES,,Contact,Mishalenee K,"Q4, Q4",,,,,,,
SGPvsSwans_20260710,4581.569554376653,10.0,SGP PEN,49,,,,,,,,,Contact,Rachel Ling,Q4,,,,,,,
SGPvsSwans_20260710,4630.171811236651,10.0,SGP PEN,50,,,,,,,,,Contact,Mishalenee K,Q4,,,,,,,
SGPvsSwans_20260710,127.31457777777777,8.0,SGP Deflection,1,,,,,No,,,,,Sindhu Nair,Q1,,,,,,,
SGPvsSwans_20260710,353.7774777777778,8.0,SGP Deflection,2,,,,,No,,,,,Faithmaria Lawrence,Q1,,,,,,,
SGPvsSwans_20260710,489.2799444444444,8.0,SGP Deflection,3,,,,,No,,,,,Rachel Ling,Q1,,,,,,,
SGPvsSwans_20260710,504.2124111111111,8.0,SGP Deflection,4,,,,,No,,,,,Sindhu Nair,Q1,,,,,,,
SGPvsSwans_20260710,774.6727,8.0,SGP Deflection,5,,,,,No,,,,,Faithmaria Lawrence,Q1,,,,,,,
SGPvsSwans_20260710,902.2649777777777,8.0,SGP Deflection,6,,,,,No,,,,,Sindhu Nair,Q1,,,,,,,
SGPvsSwans_20260710,1243.320511111111,8.0,SGP Deflection,7,,,,,No,,,,,Faithmaria Lawrence,Q2,,,,,,,
SGPvsSwans_20260710,1432.2585666666666,8.0,SGP Deflection,8,,,,,No,,,,,Reena Divya,Q2,,,,,,,
SGPvsSwans_20260710,1890.671116348,8.0,SGP Deflection,9,,,,,Yes,,,,,Reena Divya,Q2,,,,,,,
SGPvsSwans_20260710,2614.594888888889,8.0,SGP Deflection,10,,,,,Yes,,,,,Reena Divya,Q3,,,,,,,
SGPvsSwans_20260710,2825.156522222222,8.0,SGP Deflection,11,,,,,No,,,,,Mishalenee K,Q3,,,,,,,
SGPvsSwans_20260710,2900.876922222222,8.0,SGP Deflection,12,,,,,No,,,,,Reena Divya,Q3,,,,,,,
SGPvsSwans_20260710,4240.166922222223,8.0,SGP Deflection,13,,,,,No,,,,,Sindhu Nair,Q4,,,,,,,
SGPvsSwans_20260710,4322.539922222222,8.0,SGP Deflection,14,,,,,No,,,,,Faithmaria Lawrence,Q4,,,,,,,
SGPvsSwans_20260710,4525.387733333333,8.0,SGP Deflection,15,,,,,No,,,,,Rachel Ling,Q4,,,,,,,
SGPvsSwans_20260710,4621.7293666666665,8.0,SGP Deflection,16,,,,,No,,,,,Faithmaria Lawrence,Q4,,,,,,,
SGPvsSwans_20260710,86.56788929265974,13.705071110006287,SGP CPD,1,Center Left Attack,WA,Attacking Middle,C,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,121.77085557866104,67.50398854299596,SGP CPD,2,Center Right Attack,GA,Attacking Middle,WA,,"Outside Circle, Circle Edge, Circle Edge, Inside Circle","NO, NO, YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,234.5705534526573,11.804756679991783,SGP CPD,3,Center Mid Attack,WA,Attacking Middle,GS,,Circle Edge,YES,,,,"Q1, Q1, Q1",GA,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,287.5687609806509,11.505360302000042,SGP CPD,4,Center Left Attack,GA,Attacking Left,WA,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,375.3693020656538,56.30551416899772,SGP CPD,5,Center Mid Defense,WD,Center Left Attack,WA,,"Circle Edge, Circle Edge, Circle Edge, Circle Edge","NO, NO, YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1",GA,Inner Right,SGP Goal,,,,
SGPvsSwans_20260710,490.6706376676611,163.1168063359966,SGP CPD,6,Center Mid Attack,GA,,Not Taken,,"Outside Circle, Circle Edge, Circle Edge, Circle Edge, Circle Edge, Inside Circle, Outside Circle, Circle Edge, Circle Edge, Circle Edge, Inside Circle","NO, YES, YES, NO, YES, YES, YES, YES, NO, YES, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1","GS, GS","Inner Left, Inner Right","OPP Miss, SGP Goal",,,,
SGPvsSwans_20260710,720.1678447756609,29.607463544999177,SGP CPD,7,Center Left Attack,WA,Center Right Attack,WD,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,789.1709214876576,20.003937936989473,SGP CPD,8,Center Mid Defense,WD,Center Right Attack,WA,,Outside Circle,YES,,,,"Q1, Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,856.6704530886652,11.905306387992027,SGP CPD,9,Center Mid Attack,WA,Attacking Middle,GA,,Outside Circle,YES,,,,"Q1, Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,895.2699814736512,85.70348079501048,SGP CPD,10,Center Mid Defense,WD,Center Mid Defense,C,,"Circle Edge, Circle Edge, Circle Edge, Circle Edge, Circle Edge","NO, YES, YES, NO, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1","GA, GS","Inner Middle, Inner Right","OPP Miss, SGP Miss",,,,
SGPvsSwans_20260710,1244.069494037654,22.30531939900311,SGP CPD,11,Center Right Attack,GA,,Not Taken,,Outside Circle,YES,,,,"Q2, Q2, Q2",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,1298.7699293916514,21.50212923400386,SGP CPD,12,Center Left Attack,GA,Center Left Attack,WD,,"Circle Edge, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2",GA,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,1357.9708574086633,15.406027138999661,SGP CPD,13,Center Right Attack,GA,Attacking Right Pocket,WA,,Circle Edge,YES,,,,"Q2, Q2, Q2",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,1447.169837412648,17.60258094599908,SGP CPD,14,Center Left Attack,GA,Attacking Left,WA,,,,,,,"Q2, Q2, Q2",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,1536.869855266646,22.305360592022453,SGP CPD,15,Center Mid Attack,GA,Center Mid Attack,WA,,"Circle Edge, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,1613.372604105652,18.003013478014054,SGP CPD,16,Center Left Attack,GA,Attacking Middle,WA,,Circle Edge,YES,,,,"Q2, Q2, Q2",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,1661.7710043116674,21.504420509991405,SGP CPD,17,Center Right Attack,WA,Attacking Right,GA,,Circle Edge,YES,,,,"Q2, Q2, Q2",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,1715.4728986556486,27.302471779004463,SGP CPD,18,Center Right Attack,GA,Center Mid Attack,WA,,Circle Edge,YES,,,,"Q2, Q2, Q2, Q2, Q2, Q2","GA, GS","Outer Left, Inner Middle","OPP Miss, OPP Goal",,,,
SGPvsSwans_20260710,1839.3704525696478,26.40495988402199,SGP CPD,19,Center Left Attack,GA,Center Mid Attack,GD,,Outside Circle,YES,,,,"Q2, Q2, Q2, Q2",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,1891.27221269665,54.402030927010856,SGP CPD,20,Center Right Attack,GA,Attacking Middle,WA,,"Circle Edge, Circle Edge","NO, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,1962.8705836746544,9.406320177995212,SGP CPD,21,Center Right Attack,WA,Attacking Right Pocket,GA,,Outside Circle,YES,,,,"Q2, Q2, Q2",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,1993.8636818876575,74.61140737600135,SGP CPD,22,Center Left Attack,GA,Center Mid Attack,WA,,"Circle Edge, Circle Edge, Outside Circle","YES, YES, YES",,,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GS, GS","Inner Left, Inner Left","OPP Miss, OPP Goal",,,,
SGPvsSwans_20260710,2113.7695713226476,29.50575770400974,SGP CPD,23,Center Right Attack,GA,Attacking Left Pocket,WA,,Circle Edge,YES,,,,"Q2, Q2, Q2, Q2, Q2, Q2",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,2557.9712836166636,15.80559425198544,SGP CPD,24,Center Mid Attack,GA,,,,Circle Edge,YES,,,,"Q3, Q3, Q3, Q3, Q3, Q3",GA,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,2599.5708479676514,38.70428636500401,SGP CPD,25,Center Right Attack,GA,Attacking Right,WA,,"Circle Edge, Circle Edge, Circle Edge","YES, YES, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3","GA, GS","Outer Left, Inner Left","OPP Miss, SGP Goal",,,,
SGPvsSwans_20260710,2690.5710428296525,51.60361415100533,SGP CPD,26,Center Right Attack,WA,Attacking Left,GA,,"Circle Edge, Circle Edge","NO, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,2800.571812631668,14.202373098984935,SGP CPD,27,Center Right Attack,GA,Attacking Right,C,,Circle Edge,YES,,,,"Q3, Q3, Q3",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,2865.570798690663,12.00474694699733,SGP CPD,28,Center Left Attack,GA,Attacking Left Pocket,C,,Circle Edge,YES,,,,"Q3, Q3, Q3",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,2922.071001806661,10.605648830999144,SGP CPD,29,Center Left Attack,WA,Attacking Left,GA,,Circle Edge,YES,,,,"Q3, Q3, Q3",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,2958.170080833664,27.005440069995984,SGP CPD,30,Center Mid Attack,WA,Center Left Attack,GD,,Circle Edge,YES,,,,"Q3, Q3, Q3, Q3, Q3",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,3044.962122222222,63.33608294877149,SGP CPD,31,Center Left Attack,WA,Attacking Left,GS,,"Circle Edge, Circle Edge, Circle Edge","YES, YES, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3","GS, GA, GS","Inner Left, Inner Left, Inner Middle","OPP Miss, OPP Miss, OPP Goal",,,,
SGPvsSwans_20260710,3179.4705969376696,9.904740577986558,SGP CPD,32,Center Right Attack,WA,Attacking D,GS,,Outside Circle,YES,,,,"Q3, Q3, Q3",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,3208.4703255656564,13.702521125988824,SGP CPD,33,Center Left Attack,WA,Attacking Left Pocket,C,,Circle Edge,YES,,,,"Q3, Q3, Q3",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,3264.0706363596523,14.503563879003195,SGP CPD,34,Center Right Attack,GA,Center Mid Attack,WA,,Outside Circle,YES,,,,"Q3, Q3, Q3",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,3296.471058076651,35.90377355100418,SGP CPD,35,Center Right Defense,GD,Center Mid Attack,WD,,"Outside Circle, Circle Edge","NO, YES",,,,"Q3, Q3, Q3, Q3, Q3, Q3",GA,Inner Left,SGP Goal,,,,
SGPvsSwans_20260710,3382.574275010658,21.300864361003278,SGP CPD,36,Center Right Attack,WA,,Not Taken,,"Outside Circle, Circle Edge","YES, YES",,,,"Q3, Q3, Q3, Q3, Q3",GA,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,3718.06830873266,101.4072637770073,SGP CPD,37,Center Left Attack,WA,Attacking Left Pocket,C,,"Circle Edge, Circle Edge, Circle Edge, Circle Edge","NO, NO, NO, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,3845.8683060796516,20.387902203005524,SGP CPD,38,Center Right Attack,WA,Attacking Right,C,,Circle Edge,YES,,,,"Q4, Q4, Q4, Q4, Q4",GA,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,3959.470115365666,21.70496672698755,SGP CPD,39,Center Mid Defense,WD,Center Right Defense,C,,Outside Circle,YES,,,,"Q4, Q4, Q4, Q4",GA,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,4158.270313664654,50.80506275399421,SGP CPD,40,Center Right Attack,WA,Attacking D,GS,,"Outside Circle, Circle Edge, Circle Edge, Circle Edge","YES, YES, NO, YES",,,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4","GS, GA","Inner Right, Inner Left","OPP Miss, SGP Goal",,,,
SGPvsSwans_20260710,4271.171914338656,23.400322358003905,SGP CPD,41,Center Right Attack,WA,Attacking Middle,GA,,,,,,,"Q4, Q4, Q4",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,4351.5714506296645,12.103008724994652,SGP CPD,42,Center Left Attack,GA,Attacking Left Pocket,WA,,Circle Edge,YES,,,,"Q4, Q4, Q4, Q4",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,4405.720691952649,31.955411200995513,SGP CPD,43,Center Right Attack,WD,Center Right Attack,WA,,Circle Edge,YES,,,,"Q4, Q4, Q4, Q4, Q4",GA,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,4478.467092105654,14.108344629001294,SGP CPD,44,Center Right Defense,WD,Attacking Right Pocket,WA,,Outside Circle,YES,,,,"Q4, Q4, Q4",GA,Outer Right,OPP Goal,,,,
SGPvsSwans_20260710,4523.2702676166555,27.50520548901204,SGP CPD,45,Center Mid Attack,WA,,Not Taken,,"Outside Circle, Inside Circle","YES, YES",,,,"Q4, Q4, Q4, Q4, Q4",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,4615.868367812663,25.506198223994943,SGP CPD,46,Center Mid Attack,WD,Attacking Right,GA,,"Outside Circle, Outside Circle","NO, YES",,,,"Q4, Q4, Q4, Q4, Q4",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,86.56788929265974,13.705071110006287,SGP DCPD,1,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,121.77085557866104,26.499687486991206,SGP DCPD,2,,,,,,"Outside Circle, Circle Edge","NO, NO",,,,"Q1, Q1, Q1",,,,,,,
SGPvsSwans_20260710,234.5705534526573,11.804756679991783,SGP DCPD,3,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1",GA,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,287.5687609806509,11.505360302000042,SGP DCPD,4,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,375.3693020656538,13.097293743002979,SGP DCPD,5,,,,,,Circle Edge,NO,,,,"Q1, Q1",,,,,,,
SGPvsSwans_20260710,490.6706376676611,42.10604818199141,SGP DCPD,6,,,,,,"Outside Circle, Circle Edge","NO, YES",,,,"Q1, Q1, Q1, Q1, Q1, Q1",GS,Inner Left,OPP Miss,,,,
SGPvsSwans_20260710,720.1678447756609,29.607463544999177,SGP DCPD,7,,,,,,Circle Edge,YES,,,,"Q1, Q1, Q1",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,789.1709214876576,20.003937936989473,SGP DCPD,8,,,,,,Outside Circle,YES,,,,"Q1, Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,856.6704530886652,11.905306387992027,SGP DCPD,9,,,,,,Outside Circle,YES,,,,"Q1, Q1, Q1",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,895.2699814736512,39.00005147200727,SGP DCPD,10,,,,,,"Circle Edge, Circle Edge, Circle Edge","NO, YES, YES",,,,"Q1, Q1, Q1, Q1, Q1",GA,Inner Middle,OPP Miss,,,,
SGPvsSwans_20260710,1244.069494037654,22.30531939900311,SGP DCPD,11,,,,,,Outside Circle,YES,,,,"Q2, Q2, Q2",GS,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,1298.7699293916514,21.50212923400386,SGP DCPD,12,,,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2",GA,Inner Right,OPP Goal,,,,
SGPvsSwans_20260710,1357.9708574086633,15.406027138999661,SGP DCPD,13,,,,,,Circle Edge,YES,,,,"Q2, Q2, Q2",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,1447.169837412648,17.60258094599908,SGP DCPD,14,,,,,,,,,,,"Q2, Q2, Q2",GS,Inner Middle,OPP Goal,,,,
SGPvsSwans_20260710,1536.869855266646,22.305360592022453,SGP DCPD,15,,,,,,"Circle Edge, Circle Edge","YES, YES",,,,"Q2, Q2, Q2, Q2, Q2",GS,Inner Left,OPP Goal,,,,
SGPvsSwans_20260710,1613.372604105652,18.003013478014054,SGP DCPD,16,,,,,,Circle Edge,YES,,,,"Q2, Q2, Q2",GS,Inner Right,OPP Goal,,,,
