Opponent,Timeline,Start time,Duration,Row,Instance number,1st Phase Pass,1st Phase Receiver,2nd Phase Pass,2nd Phase Receiver,Feed Location,Feed Success,Gains / Turnover Reason,Player,Quarter,Shooter Position,Shot Location,Shot Outcome,Turnover Location,Ungrouped,Notes,Flags
Philippines,SGPvsPHI_121225,1225.9643808506817,15.60049128599303,SGP DCPA,14,,,,,"Circle Edge, Circle Edge","YES, YES",,,"Q2, Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
Philippines,SGPvsPHI_121225,1283.563505,7.301613201022519,SGP DCPA,15,,,,,,,,,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1381.6654758186519,12.598507409998092,SGP DCPA,16,,,,,,,,,"Q2, Q2",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,1407.2645547746738,23.298949851992347,SGP DCPA,17,,,,,Circle Edge,NO,,,"Q2, Q2",,,,,,,
Philippines,SGPvsPHI_121225,1531.363974325654,25.100072038992494,SGP DCPA,18,,,,,,,,,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1612.5650539926664,22.39931186600552,SGP DCPA,19,,,,,Circle Edge,NO,,,"Q2, Q2, Q2",GA,Inner Left,SGP Goal,,,,
Philippines,SGPvsPHI_121225,1672.8606383196602,27.50310785999227,SGP DCPA,20,,,,,Circle Edge,YES,,,"Q2, Q2, Q2",GA,Inner Left,SGP Miss,,,,
Philippines,SGPvsPHI_121225,1773.3648671166457,16.39975711603074,SGP DCPA,21,,,,,Outside Circle,YES,,,"Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,1814.6641753006584,6.900688984012049,SGP DCPA,22,,,,,,,,,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1894.5650592036636,21.59968055799345,SGP DCPA,23,,,,,,,,,"Q2, Q2",GS,Outer Middle,SGP Miss,,,,
Philippines,SGPvsPHI_121225,1997.7640744896728,20.29976841401185,SGP DCPA,24,,,,,"Outside Circle, Inside Circle","YES, YES",,,"Q2, Q2, Q2, Q2",GA,Inner Left,SGP Goal,,,,
Philippines,SGPvsPHI_121225,2079.950181405896,19.10281579500588,SGP DCPA,25,,,,,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Philippines,SGPvsPHI_121225,2116.751640569889,16.901268919026734,SGP DCPA,26,,,,,,,,,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2245.654314,6.398428509994119,SGP DCPA,27,,,,,,,,,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2327.1546469438945,15.398072407001564,SGP DCPA,28,,,,,"Outside Circle, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Inner Left,SGP Goal,,,,
Philippines,SGPvsPHI_121225,2380.2210444444445,15.146366666666836,SGP DCPA,29,Center Mid Attack,WA,Attacking D,GS,"Outside Circle, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Inner Middle,SGP Goal,,,,
Philippines,SGPvsPHI_121225,2492.253597821915,26.69904501097426,SGP DCPA,30,,,,,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,2557.5538451239263,23.099841917955928,SGP DCPA,31,,,,,,,,,"Q3, Q3",GA,Inner Right,SGP Goal,,,,
Malaysia,SGPvsMAS_15122025,1843.8954946709837,15.802403931011213,SGP CPD,30,Center Right Attack,WA,Attacking Right,GA,Outside Circle,YES,,,"Q2, Q2, Q2",GS,Outer Left,OPP Goal,,,,
Philippines,SGPvsPHI_121225,2801.554123010901,11.199447300003158,SGP DCPA,33,,,,,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,2839.0529520858854,13.600799540028675,SGP DCPA,34,,,,,"Outside Circle, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,2958.7538610468873,13.200247006026984,SGP DCPA,35,,,,,"Circle Edge, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,3241.853012966909,16.899535593996916,SGP DCPA,36,,,,,"Outside Circle, Inside Circle, Inside Circle","YES, YES, YES",,,"Q4, Q4, Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,3357.5536001088785,25.798572999020507,SGP DCPA,37,,,,,"Outside Circle, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,3425.7501335009074,17.903956161996575,SGP DCPA,38,,,,,"Outside Circle, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4",GA,Outer Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,3538.8535606328915,7.596436577998247,SGP DCPA,39,,,,,,,,,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3593.753452327899,21.400770539021323,SGP DCPA,40,,,,,"Outside Circle, Inside Circle","YES, YES",,,"Q4, Q4, Q4, Q4",GA,Inner Left,SGP Goal,,,,
Philippines,SGPvsPHI_121225,3650.7505238299127,13.899854161980329,SGP DCPA,41,,,,,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,3688.8529056358975,41.00091777498619,SGP DCPA,42,,,,,Outside Circle,NO,,,"Q4, Q4",,,,,,,
Philippines,SGPvsPHI_121225,3810.2538857419113,12.29684162999547,SGP DCPA,43,,,,,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,3901.8538670688804,16.29903838003156,SGP DCPA,44,,,,,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Miss,,,,
Philippines,SGPvsPHI_121225,3989.053542346911,19.799583524009904,SGP DCPA,45,,,,,Circle Edge,YES,,,"Q4, Q4, Q4",GA,Inner Left,SGP Goal,,,,
Philippines,SGPvsPHI_121225,4054.2532566758982,20.69960733200878,SGP DCPA,46,,,,,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Philippines,SGPvsPHI_121225,4113.854089389886,54.198164858013115,SGP DCPA,47,,,,,"Circle Edge, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4",GA,Outer Middle,SGP Goal,,,,
Philippines,SGPvsPHI_121225,37.77549098869008,5.5042563739816615,SGP Feed,1,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Philippines,SGPvsPHI_121225,52.37242155967829,5.202498330976141,SGP Feed,2,,,,,Circle Edge,YES,,Toh Kai Wei,Q1,,,,,,,
Philippines,SGPvsPHI_121225,87.97332245568805,5.202606448979168,SGP Feed,3,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,89.97806787769036,5.298345020974693,SGP Feed,4,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,106.17528563067049,5.184503562021291,SGP Feed,5,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,109.37516633266728,5.499448656002187,SGP Feed,6,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,135.8729675866864,5.200335905977681,SGP Feed,7,,,,,Outside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Philippines,SGPvsPHI_121225,139.57681635567178,5.302652562996627,SGP Feed,8,,,,,Circle Edge,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,156.37592723267767,5.197797470009618,SGP Feed,9,,,,,Circle Edge,NO,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,178.47808015968008,5.183124262998035,SGP Feed,10,,,,,Circle Edge,YES,,Toh Kai Wei,Q1,,,,,,,
Philippines,SGPvsPHI_121225,182.38105555555555,5,SGP Feed,11,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,227.1767214436711,5.199209072988879,SGP Feed,12,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,237.87644843966405,5.297344193003937,SGP Feed,13,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,261.2757347,5.197773562993916,SGP Feed,14,,,,,Circle Edge,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,265.07533903968283,5.295025283997347,SGP Feed,15,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,284.97503504769384,5.198140997991231,SGP Feed,16,,,,,Circle Edge,NO,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,295.04265555555554,5,SGP Feed,17,,,,,Circle Edge,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,299.6766125146801,5.498930275,SGP Feed,18,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Philippines,SGPvsPHI_121225,352.2763860416885,5.197933870994802,SGP Feed,19,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,367.97463127465676,5.402288786013514,SGP Feed,20,,,,,Outside Circle,YES,,Amandeep Chahal,Q1,,,,,,,
Philippines,SGPvsPHI_121225,433.3909491979961,5.200090258,SGP Feed,21,,,,,Outside Circle,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,451.10825555555556,5,SGP Feed,22,,,,,Outside Circle,YES,,Jamie Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,457.1756910476729,5.181477282015976,SGP Feed,23,,,,,Circle Edge,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,485.07599633566656,5.200342861,SGP Feed,24,,,,,Circle Edge,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,492.22117777777777,5,SGP Feed,25,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,493.9937522379755,5.201715052017562,SGP Feed,26,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Philippines,SGPvsPHI_121225,519.7763444766867,5.315145955968319,SGP Feed,27,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,535.1941904899795,5.090577358002406,SGP Feed,28,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,537.3763125836715,5.3030439530148215,SGP Feed,29,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,588.1751932326763,5.179696238997167,SGP Feed,30,,,,,Circle Edge,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,621.5924967459945,5.1838056770046705,SGP Feed,31,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,623.3764001117045,5.210205196994593,SGP Feed,32,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,637.6706333333333,5,SGP Feed,33,,,,,Outside Circle,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,684.5774311626571,5.199251912,SGP Feed,34,,,,,Circle Edge,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,709.7758666696802,5.102292760002911,SGP Feed,35,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,719.6117555555555,5,SGP Feed,36,,,,,Outside Circle,YES,,Tan Yi Jie,Q1,,,,,,,
Philippines,SGPvsPHI_121225,720.4919365,5.201866682002333,SGP Feed,37,,,,,Inside Circle,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,721.7903642639734,5.300035109014516,SGP Feed,38,,,,,Inside Circle,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,736.4925107989949,5.2969585659902805,SGP Feed,39,,,,,Outside Circle,NO,,Amandeep Chahal,Q1,,,,,,,
Philippines,SGPvsPHI_121225,764.8808562806669,5.126504975018634,SGP Feed,40,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,885.8763431376765,5.200458488005779,SGP Feed,41,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,888.3692850396981,5.296902152,SGP Feed,42,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,908.7762722436694,5.2992962530015575,SGP Feed,43,,,,,Outside Circle,YES,,Angelina Lim,Q1,,,,,,,
Philippines,SGPvsPHI_121225,910.1729502586757,5.201441047003755,SGP Feed,44,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Philippines,SGPvsPHI_121225,948.4564111111112,5,SGP Feed,45,,,,,Outside Circle,YES,,Amandeep Chahal,Q1,,,,,,,
Philippines,SGPvsPHI_121225,1164.2612662606648,5.299759651990371,SGP Feed,46,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1164.9612923906525,5.320329790015421,SGP Feed,47,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1206.6597569996497,5.1805622350034355,SGP Feed,48,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1212.76098,5.179631767995488,SGP Feed,49,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1229.4608753436496,5.299196430002667,SGP Feed,50,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1231.0585808576848,5.301503326992588,SGP Feed,51,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1265.8395888888888,5,SGP Feed,52,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1268.7599976346464,5.305426290002288,SGP Feed,53,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1317.5604102226407,5.303233047021422,SGP Feed,54,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1319.8567570896485,5.3120472150299065,SGP Feed,55,,,,,Inside Circle,YES,,Amandeep Chahal,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1362.1441444444445,5,SGP Feed,56,,,,,Circle Edge,YES,,Toh Kai Wei,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1366.7627965526463,5.196991094992882,SGP Feed,57,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1382.3393666666666,5,SGP Feed,58,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1422.4589628966678,5.301824309,SGP Feed,59,,,,,Outside Circle,NO,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1470.8593731836572,5.1218434359889216,SGP Feed,60,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1494.6639803686821,5.106111893979687,SGP Feed,61,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1514.9595171516535,5.196479921,SGP Feed,62,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1516.6585614906562,5.190589794984589,SGP Feed,63,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1557.2302348235548,6.422893707095909,SGP Feed,64,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1608.1905222222222,5,SGP Feed,65,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1610.2591777777777,5,SGP Feed,66,,,,,Inside Circle,NO,,Toh Kai Wei,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1620.7607943416733,5.400153010000395,SGP Feed,67,,,,,Circle Edge,YES,,Toh Kai Wei,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1688.6619569606573,5.200021509012913,SGP Feed,68,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1716.1587671656407,5.189961602010044,SGP Feed,69,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1761.6603996826661,5.189579577001041,SGP Feed,70,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1776.4603186546783,5.0997879749866115,SGP Feed,71,,,,,Outside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1868.1612690636407,5.129983170996184,SGP Feed,72,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1871.7600419046457,6.562982594006826,SGP Feed,73,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,1941.560385506675,5.300568930984809,SGP Feed,74,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Philippines,SGPvsPHI_121225,2001.0608361676507,5.082594349005376,SGP Feed,75,,,,,Outside Circle,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,2007.359445557647,5.092111659,SGP Feed,76,,,,,Inside Circle,YES,,Amandeep Chahal,Q2,,,,,,,
Philippines,SGPvsPHI_121225,2082.3503541628843,5.116004587036514,SGP Feed,77,,,,,Outside Circle,YES,,Angelina Lim,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2159.8485990509234,5.297647045983467,SGP Feed,78,,,,,Circle Edge,YES,,Angelina Lim,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2233.149857407906,5.2075169499867116,SGP Feed,79,,,,,Circle Edge,YES,,Angelina Lim,Q3,,,,,,,
Malaysia,SGPvsMAS_15122025,1843.8954946709837,15.802403931011213,SGP DCPD,30,Center Right Attack,WA,Attacking Right,GA,Outside Circle,YES,,,"Q2, Q2, Q2",GS,Outer Left,OPP Goal,,,,
Philippines,SGPvsPHI_121225,2332.846347455904,5.191123092006819,SGP Feed,81,,,,,Circle Edge,YES,,Angelina Lim,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2350.6060333333335,5.583817545648799,SGP Feed,82,,,,,Outside Circle,NO,,Angelina Lim,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2379.302288888889,5,SGP Feed,83,,,,,Outside Circle,YES,,Angelina Lim,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2383.0109555555555,5,SGP Feed,84,,,,,Circle Edge,YES,,Angelina Lim,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2429.4485116709047,5.194961572,SGP Feed,85,,,,,Circle Edge,YES,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2464.3492078318723,5.129688768027336,SGP Feed,86,,,,,Circle Edge,YES,,Rachel Ling,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2465.1495648098935,5.303345434983385,SGP Feed,87,,,,,Circle Edge,YES,,Rachel Ling,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2508.0520477289137,5.210326682998129,SGP Feed,88,,,,,Outside Circle,YES,,Goh Wei Ping,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2609.5446205099024,5.196442639018642,SGP Feed,89,,,,,Outside Circle,YES,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2627.4493102599245,5.187846282959072,SGP Feed,90,,,,,Outside Circle,YES,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2711.3435222222224,5,SGP Feed,91,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2713.200237,5,SGP Feed,92,,,,,Inside Circle,NO,,Lee Pei Shan,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2738.148062181889,5.3185939230006625,SGP Feed,93,,,,,Circle Edge,NO,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2742.7483348188935,5.310589702020479,SGP Feed,94,,,,,Circle Edge,YES,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2747.0506268109284,5.130413488972408,SGP Feed,95,,,,,Inside Circle,NO,,Goh Wei Ping,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2787.447007351876,5.206310870018569,SGP Feed,96,,,,,Circle Edge,YES,,Rachel Ling,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2788.4536414469076,5.295634165981937,SGP Feed,97,,,,,Inside Circle,YES,,Lee Pei Shan,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2803.251114,5.192206632994385,SGP Feed,98,,,,,Outside Circle,YES,,Goh Wei Ping,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2839.7491370809103,5.200092233009855,SGP Feed,99,,,,,Outside Circle,YES,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2842.349886335891,5.188531931008583,SGP Feed,100,,,,,Circle Edge,YES,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2889.7492171349095,5.300104232985177,SGP Feed,101,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2920.2495656219116,5.3083542969870905,SGP Feed,102,,,,,Circle Edge,NO,,Rachel Ling,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2959.548453732922,5.201318079982229,SGP Feed,103,,,,,Circle Edge,YES,,Toh Kai Wei,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2962.2515099289085,5.189792201971613,SGP Feed,104,,,,,Inside Circle,YES,,Goh Wei Ping,Q3,,,,,,,
Philippines,SGPvsPHI_121225,2992.3918137639866,5.302516029996696,SGP Feed,105,,,,,Outside Circle,YES,,Goh Wei Ping,Q3,,,,,,,
Philippines,SGPvsPHI_121225,3244.149622017894,5.200344480033891,SGP Feed,106,,,,,Outside Circle,YES,,Goh Wei Ping,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3245.849824024903,5.1923914829749265,SGP Feed,107,,,,,Inside Circle,YES,,Lee Pei Shan,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3248.6504226818906,5.1938019179979165,SGP Feed,108,,,,,Inside Circle,YES,,Goh Wei Ping,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3336.549218634884,5.201677799021127,SGP Feed,109,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3338.1513637539147,5.308720399991216,SGP Feed,110,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3370.3496971749028,5.198929076999775,SGP Feed,111,,,,,Outside Circle,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3372.8493688638964,5.303668732002734,SGP Feed,112,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3391.3303555555553,5,SGP Feed,113,,,,,Outside Circle,NO,,Lee Pei Shan,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3431.2503418879087,5.120508533972497,SGP Feed,114,,,,,Outside Circle,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3433.8500185049006,5.200286513020728,SGP Feed,115,,,,,Circle Edge,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3476.847753629888,5.2013185060277465,SGP Feed,116,,,,,Outside Circle,YES,,Goh Wei Ping,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3524.449181083917,5.401534545982031,SGP Feed,117,,,,,Circle Edge,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3564.0471505489168,5.194844860988269,SGP Feed,118,,,,,Circle Edge,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3565.7493154649046,5.293251533011244,SGP Feed,119,,,,,Inside Circle,YES,,Goh Wei Ping,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3604.548948888915,5.200326584980758,SGP Feed,120,,,,,Outside Circle,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3605.545210894884,5.134572019027473,SGP Feed,121,,,,,Inside Circle,YES,,Lee Pei Shan,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3635.8498620688833,5.202279889002057,SGP Feed,122,,,,,Outside Circle,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3654.446090574881,5.182667961033076,SGP Feed,123,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3720.449531,5.300189555988254,SGP Feed,124,,,,,Outside Circle,NO,,Rachel Ling,Q4,,,,,,,
Brunei,SGPvsBRN_16122025,1868.8907709859895,5.119213432995593,SGP Feed,64,,,,,Circle Edge,YES,,Tan Yi Jie,Q2,,,,,,,
Philippines,SGPvsPHI_121225,3751.9488179879127,5.300729073999719,SGP Feed,126,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3797.6496615118876,5.302521516022352,SGP Feed,127,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3812.4266437588967,5.121226119,SGP Feed,128,,,,,Outside Circle,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3888.7469569499053,5.1963478489924455,SGP Feed,129,,,,,Outside Circle,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3905.851736437902,5.191432479989089,SGP Feed,130,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3914.5655333333334,5,SGP Feed,131,,,,,Circle Edge,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3973.852503110884,5.196850954,SGP Feed,132,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3986.083722222222,5,SGP Feed,133,,,,,Outside Circle,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,3996.9492836478757,5.307052041030147,SGP Feed,134,,,,,Circle Edge,YES,,Rachel Ling,Q4,,,,,,,
Philippines,SGPvsPHI_121225,4057.050112900879,5.199101910016907,SGP Feed,135,,,,,Outside Circle,YES,,Goh Wei Ping,Q4,,,,,,,
Philippines,SGPvsPHI_121225,4087.045281072883,5.197375882022243,SGP Feed,136,,,,,Circle Edge,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,4099.6520671768885,5.195702231018004,SGP Feed,137,,,,,Circle Edge,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,4114.288588888889,5,SGP Feed,138,,,,,Outside Circle,YES,,Tan Yi Jie,Q4,,,,,,,
Philippines,SGPvsPHI_121225,4130.853158581902,6.197181580993856,SGP Feed,139,,,,,Circle Edge,YES,,Tan Yi Jie,Q4,,,,,,,
