Opponent,Timeline,Start time,Duration,Row,Instance number,1st Phase Pass,1st Phase Receiver,2nd Phase Pass,2nd Phase Receiver,Feed Location,Feed Success,Gains / Turnover Reason,Player,Quarter,Shooter Position,Shot Location,Shot Outcome,Turnover Location,Ungrouped,Notes,Flags
Brunei,SGPvsBRN_16122025,30.49317646298629,17.50572206400048,SGP CPA,1,Center Left Attack,WD,Attacking Left,WA,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,94.39245436699136,11.905083329002665,SGP CPA,2,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,134.89370601898352,14.30393084199602,SGP CPA,3,Center Left Attack,WA,Attacking Middle,GS,Circle Edge,YES,,,"Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,190.19318095598214,12.104680539005159,SGP CPA,4,Center Mid Attack,GA,Attacking Middle,WA,Outside Circle,YES,,,"Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,246.19321174899432,15.205092332988329,SGP CPA,5,Center Right Attack,WA,Attacking Right,GS,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GA,Outer Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,308.69366143698807,21.40432567,SGP CPA,6,Center Left Attack,WA,Attacking Middle,GA,"Outside Circle, Inside Circle, Circle Edge, Inside Circle","YES, NO, YES, YES",,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1","GS, GS","Inner Middle, Inner Middle","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,365.29423718798205,25.105831038005704,SGP CPA,7,Center Left Attack,WA,Attacking Left Pocket,GS,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Outer Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,435.8941235429854,57.40431372500217,SGP CPA,8,Center Mid Attack,WA,Attacking Left,GS,,,,,"Q1, Q1, Q1",GS,Outer Right,OPP Goal,,,,
Brunei,SGPvsBRN_16122025,525.6935972949889,17.003847963996236,SGP CPA,9,Center Mid Attack,WA,Attacking Middle,GS,Circle Edge,YES,,,"Q1, Q1, Q1",GA,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,566.7913640189822,83.20712088400762,SGP CPA,10,Center Right Attack,WA,Center Mid Attack,WD,"Outside Circle, Inside Circle, Outside Circle","YES, YES, YES",,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1, Q1","GA, GS","Inner Middle, Outer Right","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,700.8913252160079,29.606002059970933,SGP CPA,11,Center Left Attack,WD,,Not Taken,Outside Circle,YES,,,"Q1, Q1, Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,795.894797,22.20272366697327,SGP CPA,12,Center Right Attack,WA,Attacking Right Pocket,GA,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,846.9924147829856,16.004901178994032,SGP CPA,13,Center Left Attack,WA,Attacking Left Pocket,C,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GA,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,909.7930948799932,20.30554788197992,SGP CPA,14,Center Mid Attack,WA,Attacking Left,GA,Circle Edge,YES,,,"Q1, Q1, Q1, Q1","GA, GA","Inner Middle, Inner Left","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,997.7929108199854,13.306683931014845,SGP CPA,15,Center Left Attack,WA,Attacking Middle,C,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1057.5929523159848,59.305430481985695,SGP CPA,16,Center Left Attack,WA,Attacking Left Pocket,GA,"Circle Edge, Outside Circle, Circle Edge, Circle Edge, Circle Edge","NO, YES, YES, YES, YES",,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GS, GS","Inner Left, Inner Left","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,1180.1959337089747,12.301440509010035,SGP CPA,17,Center Left Attack,GA,Attacking Middle,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1216.9916833570103,18.40642291097606,SGP CPA,18,Center Left Attack,GA,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q2, Q2, Q2",GA,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1310.4925686389802,11.604754627025613,SGP CPA,19,Center Left Attack,GA,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q2, Q2, Q2",GA,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1365.093125156993,44.30470271,SGP CPA,20,Center Left Attack,WD,Attacking Left Pocket,WA,"Circle Edge, Circle Edge, Circle Edge","YES, NO, YES",,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GA, GA","Outer Middle, Inner Left","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,1458.098501450009,9.599841887973753,SGP CPA,21,Center Mid Attack,WA,Attacking Middle,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1493.4991219059666,21.597628830025087,SGP CPA,22,Center Left Attack,GA,Center Left Attack,WD,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1537.892726718994,15.80491206200054,SGP CPA,23,Center Right Attack,WA,Center Right Attack,WD,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1611.6927347109904,76.40488994,SGP CPA,24,Center Left Attack,WA,Attacking D,GA,"Outside Circle, Circle Edge, Outside Circle, Circle Edge","YES, YES, YES, NO",,,"Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2, Q2","GA, GS, GS","Outer Left, Outer Right, Inner Middle","SGP Miss, OPP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,1732.9932810989771,12.617218901022852,SGP CPA,25,Center Left Attack,GA,Attacking Middle,WA,Circle Edge,YES,,,"Q2, Q2, Q2, Q2",GS,"Outer Right, Inner Right",SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1780.4925075239973,29.906091693977487,SGP CPA,26,Center Left Attack,WA,Attacking Middle,GA,"Circle Edge, Circle Edge, Inside Circle","YES, YES, YES",,,"Q2, Q2, Q2, Q2, Q2, Q2","GS, GS","Inner Left, Inner Middle","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,1835.8038461449794,11.39367627100296,SGP CPA,27,Center Left Attack,WA,Attacking Left Pocket,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1881.2920535879834,11.00641146,SGP CPA,28,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1939.5893163609912,12.32986141678657,SGP CPA,29,Center Mid Attack,GA,Attacking Left Pocket,C,Circle Edge,YES,,,"Q2, Q2",,,,,,,
Brunei,SGPvsBRN_16122025,2060.0925651229713,13.705596227997376,SGP CPA,30,Center Mid Attack,WA,Attacking Right Pocket,GA,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2102.9922388289633,17.60555041100588,SGP CPA,31,Center Left Attack,WD,Attacking Left,C,"Outside Circle, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2142.794003152989,13.20458202100508,SGP CPA,32,Center Left Attack,GA,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2194.5911800439817,14.306061911003326,SGP CPA,33,Center Mid Attack,WA,Center Mid Attack,C,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2260.8928717849926,15.104650963985023,SGP CPA,34,Center Right Attack,GA,Center Mid Attack,WD,"Outside Circle, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2323.9980381869664,20.800667660018007,SGP CPA,35,Center Left Attack,WA,Center Left Attack,WD,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2380.4955291399897,16.801704440998947,SGP CPA,36,Center Right Attack,WD,Attacking Right,GS,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2442.693993362973,14.488184414804891,SGP CPA,37,Center Mid Attack,WA,Attacking D,GA,"Outside Circle, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2483.7914591189824,15.205992531991342,SGP CPA,38,Center Mid Attack,WA,Attacking Middle,GS,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Outer Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2529.5981439519965,12.800420827002654,SGP CPA,39,Center Right Attack,WA,Attacking Right,GA,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2568.191977271996,18.70440807796649,SGP CPA,40,Center Mid Attack,WA,,Not Taken,"Circle Edge, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2640.4951539239933,11.40063411500887,SGP CPA,41,Center Mid Attack,WA,Attacking Middle,GA,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2689.1939055879807,14.805101623013798,SGP CPA,42,Center Mid Attack,GA,Attacking Middle,WA,Circle Edge,YES,,,"Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2788.093646891997,20.905792115986515,SGP CPA,43,Center Mid Attack,WA,Attacking Middle,GS,"Circle Edge, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3, Q3","GS, GS","Outer Left, Inner Left","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,2876.5896891179887,15.609453481993569,SGP CPA,44,Center Mid Attack,GA,Attacking Middle,C,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2953.1929247449934,14.806847206992188,SGP CPA,45,Center Left Attack,WA,Attacking Middle,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3005.593659454985,15.004956549984854,SGP CPA,46,Center Mid Attack,WA,Attacking Middle,GA,"Circle Edge, Inside Circle","YES, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3102.393889822974,10.904773912010569,SGP CPA,47,Center Left Attack,WA,Attacking Left,GA,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3156.591240999987,74.70472649401927,SGP CPA,48,Center Left Attack,WA,Center Mid Attack,GD,"Circle Edge, Circle Edge, Outside Circle, Circle Edge","YES, YES, YES, YES",,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4, Q4","GS, GS, GS, GA","Outer Middle, Outer Left, Outer Left, Outer Left, Inner Left","SGP Miss, OPP Miss, OPP Miss, OPP Goal",,,,
Brunei,SGPvsBRN_16122025,3262.193365766999,12.705783778985733,SGP CPA,49,Center Left Attack,WA,Attacking Left,GA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3333.694509923001,12.50276376299962,SGP CPA,50,Center Mid Attack,WD,Attacking Left,WA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3403.8912091269985,18.007874459009145,SGP CPA,51,Center Left Attack,Not Taken,,,"Outside Circle, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3467.593060465993,18.205087299992556,SGP CPA,52,Center Right Attack,GD,Center Right Attack,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Outer Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3545.5946604179685,21.90352452804018,SGP CPA,53,Center Left Attack,WA,Attacking Left,C,,,,,"Q4, Q4",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3629.5924876319923,34.30571740199457,SGP CPA,54,,Not Taken,,,"Circle Edge, Circle Edge, Circle Edge","YES, NO, YES",,,"Q4, Q4, Q4, Q4, Q4",GS,Outer Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3693.4959147859768,22.302598227002818,SGP CPA,55,Center Left Attack,WD,Attacking Left,WA,"Circle Edge, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4, Q4","GA, GS","Outer Middle, Inner Middle","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,3765.2962183639675,11.373170524921534,SGP CPA,56,Center Mid Attack,WA,Attacking Left,GA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3806.2911256630046,23.307383765975374,SGP CPA,57,Center Left Attack,WA,,Not Taken,"Outside Circle, Circle Edge","NO, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,30.49317646298629,17.50572206400048,SGP DCPA,1,Center Left Attack,WD,Attacking Left,WA,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,94.39245436699136,11.905083329002665,SGP DCPA,2,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,134.89370601898352,14.30393084199602,SGP DCPA,3,Center Left Attack,WA,Attacking Middle,GS,Circle Edge,YES,,,"Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,190.19318095598214,12.104680539005159,SGP DCPA,4,Center Mid Attack,"WA, GA",Attacking Middle,WA,Outside Circle,YES,,,"Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,246.19321174899432,15.205092332988329,SGP DCPA,5,Center Right Attack,WA,Attacking Right,GS,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GA,Outer Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,308.69366143698807,21.40432567,SGP DCPA,6,Center Left Attack,WA,Attacking Middle,GA,"Outside Circle, Inside Circle, Circle Edge, Inside Circle","YES, NO, YES, YES",,,"Q1, Q1, Q1, Q1, Q1, Q1, Q1","GS, GS","Inner Middle, Inner Middle","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,365.29423718798205,25.105831038005704,SGP DCPA,7,Center Left Attack,WA,Attacking Left Pocket,GS,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Outer Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,435.8941235429854,11.403527106019453,SGP DCPA,8,Center Mid Attack,WA,Attacking Left,GS,,,,,Q1,,,,,,,
Brunei,SGPvsBRN_16122025,525.6935972949889,17.003847963996236,SGP DCPA,9,Center Mid Attack,WA,Attacking Middle,GS,Circle Edge,YES,,,"Q1, Q1, Q1",GA,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,566.7913640189822,9.705868668029893,SGP DCPA,10,Center Right Attack,WA,Center Mid Attack,WD,,,,,Q1,,,,,,,
Brunei,SGPvsBRN_16122025,700.8913252160079,9.307173576975174,SGP DCPA,11,Center Left Attack,WD,,Not Taken,,,,,Q1,,,,,,,
Brunei,SGPvsBRN_16122025,795.894797,22.20272366697327,SGP DCPA,12,Center Right Attack,WA,Attacking Right Pocket,GA,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,846.9924147829856,16.004901178994032,SGP DCPA,13,Center Left Attack,WA,Attacking Left Pocket,C,"Circle Edge, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GA,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,909.7930948799932,20.30554788197992,SGP DCPA,14,Center Mid Attack,WA,Attacking Left,GA,Circle Edge,YES,,,"Q1, Q1, Q1, Q1","GA, GA","Inner Middle, Inner Left","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,997.7929108199854,13.306683931014845,SGP DCPA,15,Center Left Attack,WA,Attacking Middle,C,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1057.5929523159848,9.196014350681935,SGP DCPA,16,Center Left Attack,WA,Attacking Left Pocket,GA,Circle Edge,NO,,,"Q2, Q2",,,,,,,
Brunei,SGPvsBRN_16122025,1180.1959337089747,12.301440509010035,SGP DCPA,17,Center Left Attack,GA,Attacking Middle,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1216.9916833570103,18.40642291097606,SGP DCPA,18,Center Left Attack,GA,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q2, Q2, Q2",GA,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1310.4925686389802,11.604754627025613,SGP DCPA,19,Center Left Attack,GA,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q2, Q2, Q2",GA,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1365.093125156993,11.905529868004805,SGP DCPA,20,Center Left Attack,WD,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q2, Q2, Q2",GA,Outer Middle,SGP Miss,,,,
Brunei,SGPvsBRN_16122025,1458.098501450009,9.599841887973753,SGP DCPA,21,Center Mid Attack,WA,Attacking Middle,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1493.4991219059666,21.597628830025087,SGP DCPA,22,Center Left Attack,GA,"Center Mid Attack, Center Left Attack",WD,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1537.892726718994,15.80491206200054,SGP DCPA,23,Center Right Attack,WA,Center Right Attack,WD,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1611.6927347109904,12.405638923999732,SGP DCPA,24,Center Left Attack,WA,Attacking D,GA,"Outside Circle, Circle Edge","YES, YES",,,"Q2, Q2, Q2, Q2",GA,Outer Left,SGP Miss,,,,
Brunei,SGPvsBRN_16122025,1732.9932810989771,12.617218901022852,SGP DCPA,25,Center Left Attack,GA,Attacking Middle,WA,Circle Edge,YES,,,"Q2, Q2, Q2, Q2",GS,"Outer Right, Inner Right",SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1780.4925075239973,29.906091693977487,SGP DCPA,26,Center Left Attack,WA,Attacking Middle,GA,"Circle Edge, Circle Edge, Inside Circle","YES, YES, YES",,,"Q2, Q2, Q2, Q2, Q2, Q2","GS, GS","Inner Left, Inner Middle","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,1835.8038461449794,11.39367627100296,SGP DCPA,27,Center Left Attack,WA,Attacking Left Pocket,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1881.2920535879834,11.00641146,SGP DCPA,28,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,1939.5893163609912,12.32986141678657,SGP DCPA,29,"Center Mid Attack, Center Left Attack",GA,Attacking Left Pocket,C,Circle Edge,YES,,,"Q2, Q2",,,,,,,
Brunei,SGPvsBRN_16122025,2060.0925651229713,13.705596227997376,SGP DCPA,30,Center Mid Attack,WA,Attacking Right Pocket,GA,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2102.9922388289633,17.60555041100588,SGP DCPA,31,Center Left Attack,WD,Attacking Left,C,"Outside Circle, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2142.794003152989,13.20458202100508,SGP DCPA,32,Center Left Attack,GA,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2194.5911800439817,14.306061911003326,SGP DCPA,33,Center Mid Attack,WA,"Attacking Middle, Center Mid Attack",C,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2260.8928717849926,15.104650963985023,SGP DCPA,34,Center Right Attack,GA,Center Mid Attack,WD,"Outside Circle, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2323.9980381869664,20.800667660018007,SGP DCPA,35,Center Left Attack,WA,Center Left Attack,WD,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2380.4955291399897,16.801704440998947,SGP DCPA,36,Center Right Attack,WD,Attacking Right,GS,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2442.693993362973,14.488184414804891,SGP DCPA,37,Center Mid Attack,WA,Attacking D,GA,"Outside Circle, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2483.7914591189824,15.205992531991342,SGP DCPA,38,Center Mid Attack,WA,Attacking Middle,GS,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Outer Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2529.5981439519965,12.800420827002654,SGP DCPA,39,Center Right Attack,WA,Attacking Right,GA,Circle Edge,YES,,,"Q3, Q3, Q3",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2568.191977271996,18.70440807796649,SGP DCPA,40,Center Mid Attack,WA,,Not Taken,"Circle Edge, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2640.4951539239933,11.40063411500887,SGP DCPA,41,Center Mid Attack,WA,Attacking Middle,GA,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2689.1939055879807,14.805101623013798,SGP DCPA,42,"Center Left Attack, Center Mid Attack",GA,Attacking Middle,WA,Circle Edge,YES,,,"Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2788.093646891997,20.905792115986515,SGP DCPA,43,Center Mid Attack,WA,Attacking Middle,GS,"Circle Edge, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3, Q3","GS, GS","Outer Left, Inner Left","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,2876.5896891179887,15.609453481993569,SGP DCPA,44,Center Mid Attack,GA,Attacking Middle,C,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,2953.1929247449934,14.806847206992188,SGP DCPA,45,Center Left Attack,WA,Attacking Middle,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3005.593659454985,15.004956549984854,SGP DCPA,46,Center Mid Attack,WA,Attacking Middle,GA,"Circle Edge, Inside Circle","YES, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3102.393889822974,10.904773912010569,SGP DCPA,47,Center Left Attack,WA,Attacking Left,GA,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3156.591240999987,17.80552566667984,SGP DCPA,48,Center Left Attack,WA,Center Mid Attack,GD,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Outer Middle,SGP Miss,,,,
Brunei,SGPvsBRN_16122025,3262.193365766999,12.705783778985733,SGP DCPA,49,Center Left Attack,WA,Attacking Left,GA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3333.694509923001,12.50276376299962,SGP DCPA,50,Center Mid Attack,WD,Attacking Left,WA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3403.8912091269985,18.007874459009145,SGP DCPA,51,Center Left Attack,Not Taken,,,"Outside Circle, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3467.593060465993,18.205087299992556,SGP DCPA,52,Center Right Attack,GD,Center Right Attack,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Outer Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3545.5946604179685,21.90352452804018,SGP DCPA,53,Center Left Attack,WA,Attacking Left,C,,,,,"Q4, Q4",GS,Inner Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3629.5924876319923,34.30571740199457,SGP DCPA,54,,Not Taken,,,"Circle Edge, Circle Edge, Circle Edge","YES, NO, YES",,,"Q4, Q4, Q4, Q4, Q4",GS,Outer Left,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3693.4959147859768,22.302598227002818,SGP DCPA,55,Center Left Attack,WD,Attacking Left,WA,"Circle Edge, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4, Q4","GA, GS","Outer Middle, Inner Middle","SGP Miss, SGP Goal",,,,
Brunei,SGPvsBRN_16122025,3765.2962183639675,11.373170524921534,SGP DCPA,56,Center Mid Attack,WA,Attacking Left,GA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Outer Middle,SGP Goal,,,,
Brunei,SGPvsBRN_16122025,3806.2911256630046,23.307383765975374,SGP DCPA,57,Center Left Attack,WA,,Not Taken,"Outside Circle, Circle Edge","NO, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
